id,text,language,emotion,stress_level,stress_score
596,I am worried about my exams #595,English,anger,medium,6
597,I feel peaceful today #596,English,joy,low,1
598,I am angry about the situation #597,English,surprise,high,10
599,I am surprised by the news #598,English,sadness,high,10
600,I am frustrated with my tasks #599,English,fear,low,2
601,I feel nervous about my future #600,English,anger,high,10
602,I am frustrated with my tasks #601,English,joy,low,3
603,I am frustrated with my tasks #602,English,anger,low,1
604,I am surprised by the news #603,English,anger,high,8
605,I am frustrated with my tasks #604,English,surprise,low,3
606,I feel excited for tomorrow #605,English,stress,high,10
607,I am worried about my exams #606,English,sadness,low,2
608,I feel excited for tomorrow #607,English,surprise,high,7
609,I feel calm and relaxed #608,English,neutral,high,8
610,I am angry about the situation #609,English,anger,medium,5
611,I am frustrated with my tasks #610,English,anger,high,9
612,I feel very happy today #611,English,anger,low,2
613,I feel excited for tomorrow #612,English,fear,medium,4
614,I am surprised by the news #613,English,sadness,low,3
615,I am surprised by the news #614,English,joy,high,10
616,I feel calm and relaxed #615,English,neutral,medium,6
617,I feel peaceful today #616,English,surprise,high,10
618,I feel excited for tomorrow #617,English,fear,high,9
619,I feel calm and relaxed #618,English,sadness,medium,6
620,I am worried about my exams #619,English,stress,high,7
621,I am stressed about my work #620,English,sadness,medium,4
622,I feel a lot of pressure #621,English,neutral,high,7
623,I feel a lot of pressure #622,English,neutral,medium,5
624,I am worried about my exams #623,English,fear,medium,6
625,I am worried about my exams #624,English,sadness,low,1
626,I feel a lot of pressure #625,English,sadness,low,1
627,I am worried about my exams #626,English,fear,low,1
628,I feel nervous about my future #627,English,surprise,high,7
629,I feel lonely today #628,English,sadness,high,8
630,I feel calm and relaxed #629,English,stress,high,7
631,I am stressed about my work #630,English,fear,low,1
632,I am surprised by the news #631,English,surprise,high,7
633,I feel calm and relaxed #632,English,sadness,medium,6
634,I feel nervous about my future #633,English,joy,high,8
635,I am frustrated with my tasks #634,English,anger,high,8
636,I am worried about my exams #635,English,surprise,medium,6
637,I am surprised by the news #636,English,sadness,high,8
638,I am worried about my exams #637,English,fear,medium,5
639,I am worried about my exams #638,English,stress,low,0
640,I feel very happy today #639,English,neutral,medium,6
641,I am angry about the situation #640,English,neutral,high,9
642,I am angry about the situation #641,English,neutral,high,10
643,I am stressed about my work #642,English,fear,high,10
644,I am frustrated with my tasks #643,English,fear,high,9
645,I feel nervous about my future #644,English,joy,high,8
646,I am frustrated with my tasks #645,English,surprise,medium,4
647,I feel lonely today #646,English,neutral,low,1
648,I feel very happy today #647,English,sadness,medium,4
649,I am worried about my exams #648,English,neutral,medium,6
650,I am stressed about my work #649,English,joy,medium,4
651,I feel nervous about my future #650,English,fear,low,1
652,I feel calm and relaxed #651,English,surprise,high,9
653,I am stressed about my work #652,English,anger,low,3
654,I feel a lot of pressure #653,English,sadness,high,8
655,I feel calm and relaxed #654,English,fear,high,7
656,I am frustrated with my tasks #655,English,surprise,low,1
657,I am angry about the situation #656,English,joy,medium,5
658,I am worried about my exams #657,English,anger,high,10
659,I am angry about the situation #658,English,fear,low,0
660,I feel nervous about my future #659,English,sadness,high,10
661,I feel lonely today #660,English,stress,low,2
662,I am frustrated with my tasks #661,English,sadness,high,9
663,I am stressed about my work #662,English,surprise,medium,4
664,I feel peaceful today #663,English,neutral,high,9
665,I feel very happy today #664,English,joy,low,3
666,I feel calm and relaxed #665,English,fear,low,1
667,I feel very happy today #666,English,neutral,low,3
668,I feel peaceful today #667,English,sadness,low,0
669,I feel excited for tomorrow #668,English,joy,low,1
670,I am surprised by the news #669,English,neutral,low,2
671,I feel excited for tomorrow #670,English,stress,medium,5
672,I feel a lot of pressure #671,English,anger,low,3
673,I am stressed about my work #672,English,fear,low,2
674,I feel lonely today #673,English,joy,low,1
675,I feel calm and relaxed #674,English,stress,high,7
676,I am surprised by the news #675,English,joy,low,2
677,I feel very happy today #676,English,anger,high,7
678,I am worried about my exams #677,English,sadness,low,2
679,I am angry about the situation #678,English,anger,high,7
680,I feel a lot of pressure #679,English,fear,medium,6
681,I am frustrated with my tasks #680,English,joy,medium,4
682,I feel a lot of pressure #681,English,joy,low,2
683,I am angry about the situation #682,English,sadness,medium,6
684,I am stressed about my work #683,English,stress,medium,6
685,I am stressed about my work #684,English,sadness,medium,6
686,I am angry about the situation #685,English,sadness,high,8
687,I feel very happy today #686,English,joy,high,7
688,I feel lonely today #687,English,surprise,medium,6
689,I feel a lot of pressure #688,English,neutral,high,10
690,I feel lonely today #689,English,anger,high,8
691,I am angry about the situation #690,English,sadness,medium,5
692,I am worried about my exams #691,English,surprise,low,3
693,I am surprised by the news #692,English,stress,high,8
694,I feel a lot of pressure #693,English,fear,high,8
695,I feel very happy today #694,English,neutral,high,10
696,I feel lonely today #695,English,anger,low,1
697,I feel excited for tomorrow #696,English,neutral,high,10
698,I am worried about my exams #697,English,neutral,high,9
699,I feel a lot of pressure #698,English,sadness,high,7
700,I feel a lot of pressure #699,English,surprise,high,10
701,I am surprised by the news #700,English,fear,high,7
702,I feel a lot of pressure #701,English,fear,high,7
703,I feel calm and relaxed #702,English,anger,medium,4
704,I feel excited for tomorrow #703,English,anger,high,10
705,I feel a lot of pressure #704,English,neutral,low,1
706,I am angry about the situation #705,English,neutral,high,10
707,I am stressed about my work #706,English,stress,low,2
708,I feel nervous about my future #707,English,joy,low,0
709,I feel nervous about my future #708,English,anger,low,0
710,I feel very happy today #709,English,stress,low,3
711,I feel nervous about my future #710,English,neutral,medium,4
712,I feel excited for tomorrow #711,English,anger,low,0
713,I feel lonely today #712,English,joy,high,10
714,I am angry about the situation #713,English,joy,medium,5
715,I am frustrated with my tasks #714,English,sadness,medium,4
716,I am angry about the situation #715,English,stress,high,10
717,I feel very happy today #716,English,joy,high,7
718,I feel excited for tomorrow #717,English,sadness,high,10
719,I am angry about the situation #718,English,surprise,medium,6
720,I am stressed about my work #719,English,sadness,low,2
721,I feel a lot of pressure #720,English,stress,low,0
722,I am surprised by the news #721,English,sadness,low,1
723,I am frustrated with my tasks #722,English,surprise,medium,5
724,I am surprised by the news #723,English,fear,low,3
725,I feel excited for tomorrow #724,English,fear,high,9
726,I am stressed about my work #725,English,anger,low,3
727,I feel excited for tomorrow #726,English,joy,low,2
728,I am surprised by the news #727,English,sadness,low,0
729,I feel very happy today #728,English,surprise,high,10
730,I feel lonely today #729,English,stress,low,2
731,I am angry about the situation #730,English,anger,high,9
732,I am angry about the situation #731,English,surprise,high,10
733,I feel lonely today #732,English,fear,low,3
734,I feel very happy today #733,English,sadness,high,10
735,I feel calm and relaxed #734,English,fear,high,7
736,I am angry about the situation #735,English,joy,medium,5
737,I am angry about the situation #736,English,fear,high,9
738,I feel very happy today #737,English,anger,high,7
739,I feel excited for tomorrow #738,English,sadness,medium,4
740,I feel nervous about my future #739,English,neutral,low,2
741,I feel very happy today #740,English,surprise,medium,5
742,I am stressed about my work #741,English,anger,medium,4
743,I am surprised by the news #742,English,neutral,high,8
744,I am surprised by the news #743,English,surprise,medium,6
745,I feel nervous about my future #744,English,joy,medium,4
746,I feel calm and relaxed #745,English,stress,medium,6
747,I feel very happy today #746,English,neutral,medium,4
748,I feel a lot of pressure #747,English,anger,low,1
749,I feel excited for tomorrow #748,English,anger,low,0
750,I feel lonely today #749,English,anger,low,3
751,I am frustrated with my tasks #750,English,neutral,high,7
752,I am stressed about my work #751,English,stress,high,8
753,I feel very happy today #752,English,stress,medium,4
754,I feel nervous about my future #753,English,anger,high,10
755,I feel peaceful today #754,English,anger,low,1
756,I feel a lot of pressure #755,English,fear,low,3
757,I am frustrated with my tasks #756,English,joy,high,9
758,I feel calm and relaxed #757,English,anger,high,10
759,I feel a lot of pressure #758,English,surprise,low,0
760,I am frustrated with my tasks #759,English,joy,medium,5
761,I am surprised by the news #760,English,stress,high,8
762,I feel lonely today #761,English,stress,high,7
763,I feel a lot of pressure #762,English,surprise,low,3
764,I am surprised by the news #763,English,fear,high,10
765,I am frustrated with my tasks #764,English,surprise,high,7
766,I feel excited for tomorrow #765,English,joy,low,0
767,I am worried about my exams #766,English,sadness,high,8
768,I feel nervous about my future #767,English,stress,medium,6
769,I feel nervous about my future #768,English,surprise,low,3
770,I feel calm and relaxed #769,English,stress,low,3
771,I feel calm and relaxed #770,English,neutral,high,10
772,I am frustrated with my tasks #771,English,sadness,low,3
773,I feel nervous about my future #772,English,stress,high,10
774,I feel a lot of pressure #773,English,anger,medium,5
775,I feel excited for tomorrow #774,English,stress,medium,5
776,I feel lonely today #775,English,surprise,low,3
777,I am stressed about my work #776,English,neutral,high,9
778,I feel lonely today #777,English,joy,low,2
779,I feel calm and relaxed #778,English,surprise,high,9
780,I am frustrated with my tasks #779,English,stress,low,0
781,I am worried about my exams #780,English,neutral,low,0
782,I feel lonely today #781,English,surprise,high,9
783,I feel lonely today #782,English,stress,medium,5
